"detail_id","parent_detail_id","wbs_id","detail_level","detail_name","fy","cost_component","amount_musd","amount_usd","cost_scope","basis_type","source_id","traceability_note"
"D-1.2-MATERIAL-FY2029","D-1.2-MATERIAL","1.2","3","Systems Engineering and Integration material cost FY2029","FY2029","material","3.4","3400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-INTEGRATION-FY2030","D-1.2-INTEGRATION","1.2","3","Systems Engineering and Integration integration cost FY2030","FY2030","integration","2.9","2900000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-LABOR-FY2030","D-1.2-LABOR","1.2","3","Systems Engineering and Integration labor cost FY2030","FY2030","labor","16.5","16500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-MATERIAL-FY2030","D-1.2-MATERIAL","1.2","3","Systems Engineering and Integration material cost FY2030","FY2030","material","2.6","2600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-INTEGRATION-FY2031","D-1.2-INTEGRATION","1.2","3","Systems Engineering and Integration integration cost FY2031","FY2031","integration","3","3000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-LABOR-FY2031","D-1.2-LABOR","1.2","3","Systems Engineering and Integration labor cost FY2031","FY2031","labor","17.3","17300000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.2-MATERIAL-FY2031","D-1.2-MATERIAL","1.2","3","Systems Engineering and Integration material cost FY2031","FY2031","material","2.7","2700000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-TOTAL","","1.3","1","Power and Propulsion Element total current cost","","total","405","405000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Rollup node for grouped current cost by WBS branch."
"D-1.3-INTEGRATION","D-1.3-TOTAL","1.3","2","Power and Propulsion Element integration cost","","integration","60.6","60600000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.3-LABOR","D-1.3-TOTAL","1.3","2","Power and Propulsion Element labor cost","","labor","141.9","141900000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.3-MATERIAL","D-1.3-TOTAL","1.3","2","Power and Propulsion Element material cost","","material","202.5","202500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.3-INTEGRATION-FY2019","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2019","FY2019","integration","2.7","2700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2019","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2019","FY2019","labor","6.3","6300000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2019","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2019","FY2019","material","9","9000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2020","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2020","FY2020","integration","4.5","4500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2020","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2020","FY2020","labor","10.5","10500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2020","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2020","FY2020","material","15","15000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2021","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2021","FY2021","integration","5.2","5200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2021","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2021","FY2021","labor","12.3","12300000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2021","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2021","FY2021","material","17.5","17500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2022","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2022","FY2022","integration","9.7","9700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2022","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2022","FY2022","labor","22.8","22800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2022","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2022","FY2022","material","32.5","32500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2023","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2023","FY2023","integration","12.7","12700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2023","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2023","FY2023","labor","29.8","29800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2023","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2023","FY2023","material","42.5","42500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2024","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2024","FY2024","integration","10.8","10800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2024","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2024","FY2024","labor","25.2","25200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2024","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2024","FY2024","material","36","36000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2025","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2025","FY2025","integration","7.2","7200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2025","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2025","FY2025","labor","16.8","16800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2025","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2025","FY2025","material","24","24000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2026","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2026","FY2026","integration","4.8","4800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2026","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2026","FY2026","labor","11.2","11200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2026","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2026","FY2026","material","16","16000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-INTEGRATION-FY2027","D-1.3-INTEGRATION","1.3","3","Power and Propulsion Element integration cost FY2027","FY2027","integration","3","3000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-LABOR-FY2027","D-1.3-LABOR","1.3","3","Power and Propulsion Element labor cost FY2027","FY2027","labor","7","7000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.3-MATERIAL-FY2027","D-1.3-MATERIAL","1.3","3","Power and Propulsion Element material cost FY2027","FY2027","material","10","10000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-001;INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-TOTAL","","1.4","1","Habitation and Logistics Outpost total current cost","","total","1122","1122000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Rollup node for grouped current cost by WBS branch."
"D-1.4-INTEGRATION","D-1.4-TOTAL","1.4","2","Habitation and Logistics Outpost integration cost","","integration","168","168000000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.4-LABOR","D-1.4-TOTAL","1.4","2","Habitation and Logistics Outpost labor cost","","labor","617.4","617400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.4-MATERIAL","D-1.4-TOTAL","1.4","2","Habitation and Logistics Outpost material cost","","material","336.6","336600000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.4-INTEGRATION-FY2020","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2020","FY2020","integration","4.2","4200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2020","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2020","FY2020","labor","15.4","15400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2020","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2020","FY2020","material","8.4","8400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2021","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2021","FY2021","integration","10.2","10200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2021","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2021","FY2021","labor","37.4","37400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2021","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2021","FY2021","material","20.4","20400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2022","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2022","FY2022","integration","20.2","20200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2022","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2022","FY2022","labor","74.3","74300000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2022","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2022","FY2022","material","40.5","40500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2023","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2023","FY2023","integration","29.2","29200000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2023","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2023","FY2023","labor","107.3","107300000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2023","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2023","FY2023","material","58.5","58500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2024","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2024","FY2024","integration","36.7","36700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2024","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2024","FY2024","labor","134.8","134800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2024","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2024","FY2024","material","73.5","73500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2025","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2025","FY2025","integration","32.7","32700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2025","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2025","FY2025","labor","119.9","119900000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2025","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2025","FY2025","material","65.4","65400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2026","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2026","FY2026","integration","21.7","21700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2026","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2026","FY2026","labor","79.8","79800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2026","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2026","FY2026","material","43.5","43500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2027","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2027","FY2027","integration","9.7","9700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2027","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2027","FY2027","labor","35.8","35800000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2027","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2027","FY2027","material","19.5","19500000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-INTEGRATION-FY2028","D-1.4-INTEGRATION","1.4","3","Habitation and Logistics Outpost integration cost FY2028","FY2028","integration","3.4","3400000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-LABOR-FY2028","D-1.4-LABOR","1.4","3","Habitation and Logistics Outpost labor cost FY2028","FY2028","labor","12.7","12700000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.4-MATERIAL-FY2028","D-1.4-MATERIAL","1.4","3","Habitation and Logistics Outpost material cost FY2028","FY2028","material","6.9","6900000","program_reference_nasa_led","direct_contract_plus_program_estimate","WEB-002;WEB-003;WEB-006","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-TOTAL","","1.5","1","International Habitation Module total current cost","","total","622","622000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Rollup node for grouped current cost by WBS branch."
"D-1.5-INTEGRATION","D-1.5-TOTAL","1.5","2","International Habitation Module integration cost","","integration","93.1","93100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.5-LABOR","D-1.5-TOTAL","1.5","2","International Habitation Module labor cost","","labor","342.3","342300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.5-MATERIAL","D-1.5-TOTAL","1.5","2","International Habitation Module material cost","","material","186.6","186600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.5-INTEGRATION-FY2021","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2021","FY2021","integration","2.2","2200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2021","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2021","FY2021","labor","8.3","8300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2021","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2021","FY2021","material","4.5","4500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2022","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2022","FY2022","integration","7.8","7800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2022","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2022","FY2022","labor","28.6","28600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2022","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2022","FY2022","material","15.6","15600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2023","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2023","FY2023","integration","13.5","13500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2023","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2023","FY2023","labor","49.5","49500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2023","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2023","FY2023","material","27","27000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2024","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2024","FY2024","integration","17.7","17700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2024","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2024","FY2024","labor","64.9","64900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2024","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2024","FY2024","material","35.4","35400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2025","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2025","FY2025","integration","21.7","21700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2025","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2025","FY2025","labor","79.8","79800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2025","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2025","FY2025","material","43.5","43500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2026","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2026","FY2026","integration","17.7","17700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2026","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2026","FY2026","labor","64.9","64900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2026","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2026","FY2026","material","35.4","35400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2027","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2027","FY2027","integration","9.3","9300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2027","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2027","FY2027","labor","34.1","34100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2027","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2027","FY2027","material","18.6","18600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2028","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2028","FY2028","integration","2.5","2500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2028","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2028","FY2028","labor","9.4","9400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
